Tienda,Periodo,Área,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,CAPO,CAPE,ProdUnid
1593 Aventura SJL - PVH,202605,CAJAS,315358,6713385,21.288138440860294,297943.39980552206,6298833,21.141038059951867,25.0,25.5,25400.881880874695
P123 El Chacarero - PVH,202605,ABARROTES,314559,6584599,18.930954301075232,531247.0023488365,5861918,11.034260426849137,15.5,15.5,27537.4918616961
P202 LurIn - PVH,202605,CAJAS,314365,6130520,19.501303763440866,263360.19587864215,6143189,23.326186915242186,27.0,23.0,29117.01016957093
P177 Talara - PVH,202605,ALMACÉN,314287,2306710,7.299993279569891,445530.18036371144,2789922,6.262027767282631,7.0,8.0,33942.497001120384
P081 La Molina - PVH,202605,ELECTRO,313219,746109,2.382069892473118,438395.6656572033,1462637,3.3363409259700267,4.0,3.0,7493.48289754325
P229 Salaverry - PVH,202605,ALMACÉN FRESCOS,312937,2396178,7.657049731182805,222870.9450923142,1732910,7.775395638414063,9.0,9.0,28596.100023785068
P723 Puruchuco - PVH,202605,ABARROTES,311518,5250890,16.855840053763437,353992.42005619814,5325460,15.04399368340869,17.0,19.0,30166.755164864615
P221 Barranca - PVH,202605,CAJAS,311004,2662251,8.560181451612918,247802.1709981499,2660133,10.73490474391308,12.0,10.5,27471.23075944742
P066 Ate - PVH,202605,CAJAS,310911,4796396,15.426908602150498,244756.38344924522,4967428,20.295396537553795,22.5,18.5,22845.57710744916
1199 San Miguel - PVH,202605,ABARROTES,310143,4003070,12.89881720430111,309525.55891317665,3920057,12.664729198662377,14.5,15.0,33316.38809926716
P084 Comas - PVH,202605,ABARROTES,310110,3687256,11.890168010752726,301677.9343291396,3826671,12.68462283597112,15.0,14.5,27981.522186997052
P125 SJ Lurigancho - PVH,202605,CAJAS,309924,5595416,18.05416666666663,315575.87100139033,5604145,17.75847197035957,20.0,21.0,21660.163397184435
P142 Chincha - PVH,202605,ABARROTES,309198,2775152,8.975336021505408,249778.64224997183,2569627,10.287617046250036,11.5,11.5,30024.725464796644
SO02 Pucallpa - PVO,202605,ELECTRO,308405,1451077,4.705100806451607,597439.880553127,1604923,2.6863335922839906,2.5,5.0,766.8273536355972
P291 La Curva - PVH,202605,ABARROTES,308161,5480651,17.785033602150605,302323.0612473208,4985310,16.49000968676246,19.5,21.0,28749.90351090314
P123 El Chacarero - PVH,202605,CAJAS,307864,9970887,32.38727822580692,458351.07594682096,9001040,19.63787303478332,24.0,25.5,32855.468513933374
P195 San Borja - PVH,202605,ELECTRO,307780,890379,2.892909946236559,1054322.2570628868,1758789,1.6681704629850134,2.0,3.0,14049.175658880515
P139 Alameda Sur - PVS,202605,CAJAS,306777,6749676,22.001922043010918,249394.52873207745,6385159,25.6026428765786,31.0,26.5,30031.38038160133
P130 Chimbote - PVH,202605,ABARROTES,306672,3736307,12.032473118279611,292260.4252088473,3736485,12.784779510020677,14.5,13.0,28561.54313595815
P145 Piura - PVH,202605,CAJAS,306493,10583308,34.53032258064566,289463.34901629563,10367935,35.81778123045321,45.0,44.0,25918.452047755658
SO06 Tarapoto 2 - PVO,202605,CAJAS,305817,6402209,20.934798387096876,230043.9505152542,6786297,29.5,27.0,24.0,21566.92133602207
P109 Dasso - PVS,202605,ALMACÉN FRESCOS,305616,2043217,6.672533602150538,113948.45938681974,968835,8.502395640217527,10.0,6.5,30095.3493790243
V095 Monterrico - VIV,202605,ABARROTES,305043,3036471,9.954254032258097,345471.8142087373,3077568,8.90830441160246,10.5,10.5,32380.02556047716
P141 Chosica - PVH,202605,CAJAS,305033,4481695,14.692473118279569,286006.02735863643,4246704,14.848303198431752,16.5,16.5,25104.96204625294
P048 Higuereta - PVH,202605,CAJAS,301355,9272666,30.769892473118567,270731.9798713497,9043217,33.40284013472395,39.0,35.5,29838.589159910218
P262 Talara Municipalidad - PVH,202605,ALMACÉN FRESCOS,301012,1029526,3.410759408602148,266051.8751816549,938321,3.526835726902256,4.0,4.0,32720.08858746734
SO04 Jaen - PVO,202605,ABARROTES,300851,4698729,15.567755376344108,388360.6952250896,4622685,11.903070578295113,13.5,17.5,24007.33059872683
P084 Comas - PVH,202605,ELECTRO,300064,1730469,5.767002688172041,250473.7449281859,1164960,4.651028373189411,5.5,6.0,15319.049561255293
1199 San Miguel - PVH,202605,ALMACÉN FRESCOS,298647,1625963,5.439065860215053,145203.97218014006,1204842,8.297581199123627,9.5,7.0,27230.39099110009
P133 Guardia Civil - PVH,202605,CAJAS,298066,7308024,24.518111559139893,250504.56050198938,6492574,25.91798546138021,29.5,28.5,26832.05304834164
P133 Guardia Civil - PVH,202605,ALMACÉN FRESCOS,296935,1463293,4.927990591397851,218597.43852316955,1227548,5.6155635166323785,6.5,5.5,31063.425783972103
P159 Acho - PVH,202605,ALMACÉN FRESCOS,295995,281651,0.9515389784946238,172136.38060340474,375873,2.1835739997693753,2.0,1.0,30935.117389062692
P201 Huaral - PVH,202605,CAJAS,295739,3845368,13.002594086021483,261734.73507467852,3746263,14.313206325217442,16.0,15.0,26007.837187161815
P110 Corpac - PVS,202605,ABARROTES,295130,1268245,4.297237903225806,287718.0206564469,1520039,5.283085038024156,6.5,8.5,39601.53099093098
P001 Los Olivos - PVH,202605,CAJAS,294810,5020666,17.030181451612837,269558.5021862618,5061968,18.77873639801663,21.0,19.0,27484.296120384104
P130 Chimbote - PVH,202605,CAJAS,294741,5516892,18.71775537634405,286148.6780116653,5802896,20.27930542968797,23.0,23.0,26383.033118603293
P221 Barranca - PVH,202605,ELECTRO,291460,760612,2.6096639784946243,227104.5012655903,507905,2.2364384883152253,2.5,2.5,14728.716155316
P146 Tacna - PVH,202605,ALMACÉN FRESCOS,290506,1515376,5.1741666666666655,382163.3074804926,2021741,5.290253590353384,6.0,6.0,29406.140119181833
P037 Jockey Plaza - PVH,202605,ABARROTES,289089,3525600,12.183857526881754,307943.4272938246,3385327,10.993339791174972,13.0,13.5,28934.92469213289
P229 Salaverry - PVH,202605,ELECTRO,288125,799459,2.774690860215052,610511.160312896,1582322,2.591798546138021,3.0,3.0,24461.824188493356
P106 Valle Hermoso - PVH,202605,CAJAS,287052,8085823,28.168461021505497,255359.37354528112,7880685,30.861153565222747,37.0,33.5,29125.83755902159
P134 Centro Civico - PVH,202605,ALMACÉN FRESCOS,286966,974735,3.396693548387096,185387.92674143764,960976,5.183597092276042,6.0,5.5,24827.291246230925
P120 Universitaria - PVH,202605,CAJAS,282034,4087155,14.491693548387069,241203.33309322468,4589360,19.026934253956682,23.0,18.0,25157.516530604375
SO06 Tarapoto 2 - PVO,202605,ELECTRO,281790,943369,3.349086021505376,453865.02640000003,1134663,2.5,5.0,3.5,595.6849084166761
2638 SJB Ayacucho - PVH,202605,ALMACÉN FRESCOS,281659,722672,2.5657728494623657,155560.00829230767,1011140,6.5,6.5,5.0,25613.37415888965
V090 Pezet - VIV,202605,ABARROTES,279426,1983651,7.09902553763442,305311.5222934721,1942720,6.363074579716042,7.0,8.5,29167.290482659337
P122 Ica - PVH,202605,CAJAS,279386,5979471,21.40221774193559,239772.51573706113,5904332,24.62472459593658,28.0,27.5,22404.186135367974
P104 Arequipa - PVH,202605,CAJAS,278876,4642945,16.648756720430054,251509.23427218705,4504251,17.908890615226603,19.5,19.5,20098.84495395262
P141 Chosica - PVH,202605,ABARROTES,278588,2871599,10.307688172043006,260924.32935148623,2734788,10.481155198893003,11.5,11.0,26294.64487828796
V140 Libertadores - VIV,202605,ABARROTES,277231,1560060,5.627284946236561,262380.29578398156,1558242,5.938869607734973,7.0,6.5,28418.145078462745
P059 Callao - PVH,202605,ABARROTES,276343,2713284,9.818534946236595,270668.05707029655,2517770,9.302056746378822,11.0,10.5,28615.2670982437
P119 Puente Piedra - PVH,202605,CAJAS,275727,10569313,38.33247983870988,269639.365641907,10249813,38.01304534335764,44.0,44.5,25101.2354026815
P052 Brasil - PVH,202605,ABARROTES,275720,2675962,9.704549731182796,276945.65177954605,2418925,8.734295999077501,10.0,10.5,28720.755493107168
P080 Bolichera - PVH,202605,ABARROTES,273315,3891011,14.236344086021498,255446.44228736445,3672274,14.37590588076727,17.0,16.5,26367.51385972599
P226 Paita - PVH,202605,ABARROTES,273122,4078242,13.125893817204334,316677.53639917506,3490218,11.021361646569549,13.0,13.5,26573.6569911009
V140 Libertadores - VIV,202605,ALMACÉN FRESCOS,272336,1212058,4.450598118279571,229850.26423582606,1365051,5.938869607734973,7.0,5.5,24707.65211272497
P084 Comas - PVH,202605,CAJAS,271532,5873989,21.632775537634448,250915.4032656773,5941166,23.677962627146094,28.0,25.5,22537.73211633454
P061 Cortijo - PVH,202605,CAJAS,270417,8206776,30.348575268817314,271193.72906174744,8369351,30.861153565222747,37.0,37.5,25702.31462567098
P723 Puruchuco - PVH,202605,ALMACÉN FRESCOS,269398,1216672,4.516270161290321,294348.53068417334,1562886,5.309644829438361,6.0,5.0,24468.565000200902
P192 Sullana - PVH,202605,CAJAS,269335,2857372,10.608998655913979,308911.57569197565,3039792,9.840329348586991,11.0,12.0,35034.11981231697
P120 Universitaria - PVH,202605,ABARROTES,268664,3108162,11.56895833333336,249801.35385545663,2957394,11.838981313573047,14.5,14.0,24676.72471232279
P125 SJ Lurigancho - PVH,202605,ELECTRO,267948,1330500,4.969623655913981,210260.39467684287,977927,4.651028373189411,5.5,5.0,684.3576567317571
P112 Ceres - PVH,202605,ELECTRO,267935,1000756,3.73507392473118,422278.29489515256,922076,2.1835739997693753,2.5,5.0,13385.812706129605
P081 La Molina - PVH,202605,CAJAS,267072,9315958,34.8817809139788,222397.13302358898,8903912,40.03609111164032,46.5,41.0,24723.632435131578
1198 Cusco Wanchaq - PVH,202605,ELECTRO,266726,327455,1.2276814516129029,190864.18829769077,512227,2.68372618597827,3.0,1.5,679.3293153564451
P048 Higuereta - PVH,202605,ALMACÉN FRESCOS,265395,2725368,10.258857526881743,187908.16162733748,1827384,9.72487750757786,11.5,11.5,27008.480162041942
P516 Ilo - PVH,202605,ELECTRO,264406,779181,2.946915322580643,422352.38836835185,930980,2.20427232931391,2.5,3.0,946.0740112337265
P224 Brena - PVH,202605,CAJAS,264360,6771814,25.615860215053797,256682.80844476377,6541823,25.48601903702387,29.5,28.5,24529.057963501233
P114 Pro - PVH,202605,CAJAS,264286,8601009,32.544307795699304,247479.84525803977,8650698,34.955161793802546,39.5,38.0,24610.881111007835
P229 Salaverry - PVH,202605,CAJAS,262364,9428757,35.937755376344334,238382.28954052288,9164610,38.44501176771397,44.5,40.0,25763.92850092866
P122 Ica - PVH,202605,ELECTRO,262124,850080,3.2430510752688155,476650.78871732164,1067036,2.2386113269033254,2.5,3.5,656.4805643165912
P117 Izaguirre - PVH,202605,CAJAS,261803,6004071,22.933561827956947,232971.24066540293,5978807,25.66328334228541,28.5,27.0,19458.2116527581
P104 Arequipa - PVH,202605,ABARROTES,259780,3033439,11.676969086021531,240097.67465107102,2902421,12.088501165277957,13.5,13.5,23320.263845348498
P145 Piura - PVH,202605,ALMACÉN FRESCOS,259252,1836520,7.083924731182812,292703.2337824687,1965746,6.715833980709976,7.5,8.0,29435.03748453632
P144 Huacho - PVH,202605,CAJAS,258042,4554629,17.65072580645157,272695.1368630274,4688536,17.1933241686485,19.5,19.5,21537.7976049601
P117 Izaguirre - PVH,202605,ELECTRO,257973,1592233,6.172090053763437,308198.6213956292,1227319,3.9822336220787706,4.5,6.5,6178.944193587378
V093 Dos de Mayo - VIV,202605,ALMACÉN FRESCOS,257265,1247054,4.847358870967741,216674.29234749157,1286800,5.938869607734973,7.0,5.5,23045.17634727924
P223 Cusco Mall - PVH,202605,ALMACÉN FRESCOS,256712,1276041,4.970705645161292,272507.35916570376,1708107,6.268111715329311,7.0,6.5,24650.63086551447
P080 Bolichera - PVH,202605,CAJAS,256426,5694584,22.207547043010816,236465.0615322309,5698993,24.100783388345132,28.5,27.0,22750.623426417926
SO04 Jaen - PVO,202605,ALMACÉN FRESCOS,256098,859470,3.029852150537635,342434.08693488664,1358672,3.967690192765038,4.5,3.0,23264.234192910157
P723 Puruchuco - PVH,202605,CAJAS,256048,8422410,32.89393145161324,239608.58471538298,8269537,34.51269139134935,39.5,37.5,21099.74756349657
P001 Los Olivos - PVH,202605,ALMACÉN FRESCOS,254099,983985,3.872439516129031,243989.85737788043,958986,3.9304331995848756,5.0,3.5,23725.77018112904
P059 Callao - PVH,202605,CAJAS,253665,3846641,15.164267473118242,231196.82252661005,3910193,16.912830447961497,20.0,18.5,23635.38895863982
P465 Sucre - PVH,202605,CAJAS,253469,8817536,34.78741263440884,253572.25530600315,8653241,34.125347524150605,39.5,40.5,23487.329988773847
P089 Risso - PVH,202605,CAJAS,253359,4459941,17.60321236559137,202586.67903807756,4689048,23.14588439755538,26.5,20.0,26024.07392956598
P135 Colonial - PVH,202605,ABARROTES,252980,2699274,10.669919354838752,200063.53769235036,2533751,12.664729198662377,14.5,11.5,26599.170111936524
2638 SJB Ayacucho - PVH,202605,CAJAS,251499,5979478,23.77539650537637,169665.4221936508,5344461,31.5,31.5,27.0,22086.996525221035
P037 Jockey Plaza - PVH,202605,CAJAS,248164,5098630,20.54537634408597,226008.23254044502,5255854,23.255141865947056,27.5,22.5,22872.053163205543
P221 Barranca - PVH,202605,ABARROTES,247782,1810086,7.305168010752681,225197.16778770273,1712375,7.603890860271766,8.5,8.0,24222.30395516507
P112 Ceres - PVH,202605,CAJAS,247682,3858141,15.576975806451575,239256.14715742492,4074981,17.03187719820113,19.0,18.0,22231.690175481326
P158 Villa el Salvador - PVS,202605,ALMACÉN FRESCOS,246939,478669,1.9384072580645155,195467.1397900142,476617,2.4383469406265332,3.0,2.0,22043.855759529873
P158 Villa el Salvador - PVS,202605,ABARROTES,245840,1961194,7.977506720430121,221648.99657844813,1621371,7.315040821879601,9.0,9.5,26696.185595756844
P201 Huaral - PVH,202605,ABARROTES,245552,2639783,10.750409946236575,224615.1810026274,2411223,10.73490474391308,12.0,12.0,23390.828931879907
P159 Acho - PVH,202605,CAJAS,245462,1944653,7.922419354838725,207085.48716359466,1989621,9.607725598985251,11.0,9.5,23787.679187279817
V290 Asia - VIV,202605,ALMACÉN FRESCOS,244370,253829,1.038709677419355,58686.43594117648,299301,5.1,1.0,1.0,19052.54223602485
V093 Dos de Mayo - VIV,202605,ABARROTES,243706,1507446,6.185497311827957,245555.23951908908,1458321,5.938869607734973,7.0,7.5,26221.820465405333
1198 Cusco Wanchaq - PVH,202605,CAJAS,243175,3083955,12.68204301075266,209234.23409664584,2714049,12.971343232228307,14.5,14.5,24646.713446325815
P096 San Jorge - PVS,202605,ALMACÉN FRESCOS,242955,1020584,4.2007056451612925,120588.44227657256,588073,4.8766938812530665,6.0,5.0,28168.507863982133
P259 Moquegua - PVH,202605,ELECTRO,240512,932421,3.8768145161290297,305099.23943781736,1076035,3.526835726902256,4.0,4.5,15666.72837901088
P143 Nvo Chimbote - PVH,202605,ELECTRO,239986,728826,3.0369556451612896,313587.03500056284,829477,2.645126795176692,3.0,3.0,11888.879594776712
V095 Monterrico - VIV,202605,CAJAS,238683,5703585,23.896061827956878,192352.56119210995,5793381,30.118553010655933,35.5,31.0,23505.799995162855
P203 Rimac Alcazar - PVH,202605,CAJAS,236891,5468830,23.085840053763405,219645.95520272772,5179823,23.582599197509253,27.0,27.5,26803.37811225234
P172 Puno - PVH,202605,ALMACÉN FRESCOS,235518,1229492,4.586411290322582,237195.82255719026,1254826,5.290253590353384,6.0,6.0,25342.733706689625
P123 El Chacarero - PVH,202605,ALMACÉN FRESCOS,235363,1152581,4.897036290322582,535690.968084403,1684637,3.14479212487781,4.0,5.0,21010.7080895703
1199 San Miguel - PVH,202605,CAJAS,235197,5991562,25.474637096774348,225228.81856307958,6000006,26.63960279718638,32.0,30.0,22733.000584072262
V090 Pezet - VIV,202605,ALMACÉN FRESCOS,234932,1715829,7.303521505376345,269402.34770539164,1714227,6.363074579716042,7.5,8.5,20201.302877165595
P225 Cajamarca - PVH,202605,ALMACÉN FRESCOS,231922,953843,3.9466263440860208,344610.66665266483,1367308,3.967690192765038,4.5,4.0,21489.546414012246
P080 Bolichera - PVH,202605,ELECTRO,230813,899782,3.8983131720430078,350058.084106328,1036083,2.9597453283932618,3.5,4.0,5719.39683037708
P142 Chincha - PVH,202605,ALMACÉN FRESCOS,230502,652140,2.829213709677418,337566.54231466196,754947,2.2364384883152253,3.0,3.0,23423.363096722696
P105 Salamanca - PVS,202605,CAJAS,229809,2705146,11.771290322580635,228757.14090933863,2695981,11.785343546361577,14.5,15.0,25620.870927077944
P144 Huacho - PVH,202605,ABARROTES,229233,2971043,12.96081989247314,263274.8611088287,3017713,11.462216112432332,13.5,14.0,21656.423152906
2638 SJB Ayacucho - PVH,202605,ABARROTES,228923,4287829,18.318971774193574,159987.52530697678,3439732,21.5,21.5,21.0,22145.34773024173
P118 Alfonso Ugarte - PVH,202605,ELECTRO,228055,677198,2.9694489247311817,289283.534921822,758006,2.6202887997232507,3.0,3.5,2449.949530840505
SO06 Tarapoto 2 - PVO,202605,ABARROTES,228026,4351267,18.98651209677421,242650.40066666662,4367707,18,18.5,22.0,17982.607772283154
P105 Salamanca - PVS,202605,ALMACÉN FRESCOS,226488,717410,3.167547043010751,114100.45885854555,510064,4.470302724481978,5.5,3.5,23235.23818293302
P238 Grifo Mexico - PVH,202605,ABARROTES,226151,2662578,5.441370967741936,190040.99735212154,995925,5.240577599446501,6.0,6.0,23679.694099862165
P112 Ceres - PVH,202605,ABARROTES,222758,2700732,12.124065860215078,231044.05428167467,2623409,11.354584798800753,13.0,13.5,21158.41360131388
P135 Colonial - PVH,202605,CAJAS,222714,3648983,16.38413978494616,221304.93867555595,3865886,17.468591998155002,20.0,21.0,22129.227701849173
P262 Talara Municipalidad - PVH,202605,ELECTRO,220942,831887,3.7651814516129014,286092.9096512446,882877,3.085981261039474,3.5,4.0,11838.207686088048
P224 Brena - PVH,202605,ALMACÉN FRESCOS,219395,1300861,5.929301075268828,220241.86609889707,1236782,5.6155635166323785,6.5,6.5,21886.218687944835
P110 Corpac - PVS,202605,ALMACÉN FRESCOS,219365,932364,4.2502889784946145,109950.48505735297,446829,4.063911567710889,5.0,4.5,24727.48336213704
P052 Brasil - PVH,202605,CAJAS,219348,3776692,17.21783602150533,179210.0386032243,3756656,20.962310397786005,23.5,19.0,21817.10056541461
P422 Art Express - PVS,202605,INVENTARIOS,216726,205581,0.9485752688172042,254595.24678906353,222324,0.8732429847136887,1.0,1.0,35828.46940799728
P220 Trujillo Valcarcel - PVS,202605,FRESCOS,216503,214067,0.9887499999999999,,157740,,,,26537.436156763593
1593 Aventura SJL - PVH,202605,ALMACÉN FRESCOS,216012,995118,4.606780913978494,234626.1953142377,1190458,5.073849134388449,6.0,5.0,20019.074430078374
P052 Brasil - PVH,202605,ALMACÉN FRESCOS,215443,874142,4.057412634408604,147829.08033406048,710151,4.8038627994926255,5.5,4.5,23428.787891536605
P118 Alfonso Ugarte - PVH,202605,ABARROTES,214347,1723251,8.039556451612913,183652.7815208647,1684282,9.171010799031377,10.0,9.0,20521.032595884237
P141 Chosica - PVH,202605,ELECTRO,214107,1053758,4.92163978494624,239887.29979822514,733336,3.0570035996771256,3.5,5.0,7869.328453996772
V116 Javier Prado - VIV,202605,ALMACÉN FRESCOS,214095,1401633,6.5467876344086,,1599059,,7.0,6.5,18664.049733001295
P202 LurIn - PVH,202605,ALMACÉN FRESCOS,213440,774200,3.6272513440860203,268890.29906218936,1161516,4.319664243563368,5.0,4.5,19160.144530186113
P724 Tumbes - PVH,202605,ALMACÉN FRESCOS,213258,828127,3.8230443548387076,279309.1955371439,1354482,4.849399124490602,5.5,5.0,23025.59997468662
P142 Chincha - PVH,202605,ELECTRO,213223,842935,3.9533064516129013,312585.53765394917,699078,2.2364384883152253,2.5,4.0,8450.900634421987
P109 Dasso - PVS,202605,CAJAS,212658,5128146,24.114529569892426,191253.82140650236,5122264,26.78254626668521,31.5,27.5,21773.00446513922
P195 San Borja - PVH,202605,CAJAS,212460,9178954,43.203172043011094,204368.74728581146,9119661,44.62355988484911,53.5,49.0,20133.045303572973
P180 Centro Trujillo - PVE,202605,FRESCOS,212339,175808,0.8279569892473116,,132662,,,,24884.74675324676
P115 Huancayo - PVH,202605,ALMACÉN FRESCOS,212249,1316743,6.203750000000013,250096.150006181,1791578,7.163556246090641,8.0,7.5,18203.078782994126
P066 Ate - PVH,202605,ABARROTES,211650,3051146,14.416001344086057,261108.5990848952,3201662,12.261802074772085,15.5,16.0,19628.05033422664
P177 Talara - PVH,202605,CAJAS,210135,2871135,13.663313172042995,233112.2528870835,3440852,14.760494022880486,16.5,17.0,23198.66975226515
P059 Callao - PVH,202605,ELECTRO,208447,481139,2.3082123655913973,319817.25115987007,676127,2.114103805995187,2.5,2.5,1106.4839778490782
P192 Sullana - PVH,202605,ABARROTES,208205,1472659,7.07310483870968,312532.8861563428,1957090,6.262027767282631,7.0,7.5,25664.26118930751
P144 Huacho - PVH,202605,ALMACÉN FRESCOS,207327,540828,2.608581989247311,201193.15351930066,886969,4.40854465862782,5.0,3.0,21383.939715115277
P158 Villa el Salvador - PVS,202605,CAJAS,205074,2603177,12.693850806451561,187846.73462965724,2519195,13.410908173445934,16.5,15.5,24008.86654860521
P134 Centro Civico - PVH,202605,CAJAS,203895,5353252,26.25493951612914,173078.3801377035,5083955,29.373716856230903,34.0,34.0,19153.146389504203
P108 Ayacucho - PVS,202605,CAJAS,200627,3319706,16.546673387096703,210179.33705654394,3245771,15.442863957301379,19.0,19.0,22931.718123831164
V116 Javier Prado - VIV,202605,ABARROTES,200391,1575309,7.861169354838729,,1812201,,7.0,8.0,21628.20724570028
P122 Ica - PVH,202605,ALMACÉN FRESCOS,200309,1038362,5.183810483870967,166152.18407796853,1115850,6.715833980709976,7.0,7.5,19318.08084257362
SO03 Huanuco - PVO,202605,ALMACÉN FRESCOS,199943,962424,4.813487903225807,355365.40913427545,1566644,4.40854465862782,5.0,5.5,16305.602419277151
P193 Trujillo Mansiche - PVS,202605,FRESCOS,199362,195075,0.9784946236559137,,220301,,,,22427.24637362638
P203 Rimac Alcazar - PVH,202605,ELECTRO,198045,512918,2.589905913978495,397108.75953440694,867116,2.1835739997693753,2.5,3.0,37200.965286030856
P231 Ventanilla - PVH,202605,ALMACÉN FRESCOS,196238,839708,4.279032258064515,282479.8175207589,1342240,4.751630667919705,5.5,5.0,18169.278778741053
P291 La Curva - PVH,202605,ALMACÉN FRESCOS,194757,957871,4.9182997311827945,306632.0898451162,1426155,4.651028373189411,5.5,5.5,18221.209543576977
P177 Talara - PVH,202605,ABARROTES,191747,1926904,9.984455645161312,275059.8622132721,2214556,8.051178557934811,9.0,11.5,21953.82580583927
P769 Chiclayo Aventura - PVH,202605,ALMACÉN FRESCOS,190870,869366,4.5547513440860214,202628.8203573804,997936,4.924944919187316,5.5,5.5,18256.362141034922
P132 El Ejercito - PVS,202605,CAJAS,190642,3114727,16.33808467741929,199943.19875552427,3168951,15.849255114072466,19.5,18.5,22889.251548368804
P118 Alfonso Ugarte - PVH,202605,ALMACÉN FRESCOS,189089,384750,2.034751344086022,188405.50455817737,493677,2.6202887997232507,3.0,2.0,20476.320175974575
P226 Paita - PVH,202605,ALMACÉN FRESCOS,188014,797035,4.239233870967743,258583.905459868,1025981,3.967690192765038,4.5,4.5,22966.116747358104
P203 Rimac Alcazar - PVH,202605,ALMACÉN FRESCOS,186698,1212303,6.493393817204301,224400.79347059104,979991,4.3671479995387505,5.0,7.0,18217.51511306466
P110 Corpac - PVS,202605,CAJAS,185729,2201043,11.850840053763482,252674.7795062747,2361750,9.346996605735045,11.5,16.5,23271.611864546045
P238 Grifo Mexico - PVH,202605,ELECTRO,184158,172834,0.9385080645161293,295027.0371272238,257685,0.8734295999077502,1.0,1.0,2310.0494092373783
P064 Miraflores - PVH,202605,ELECTRO,183210,259442,1.4160887096774188,907853.0212014704,1514454,1.6681704629850134,2.0,1.5,1965.9785301403806
P052 Brasil - PVH,202605,ELECTRO,182905,342396,1.87198252688172,417695.952642929,729656,1.7468591998155003,3.0,2.0,1184.305926024319
V290 Asia - VIV,202605,CAJAS,180964,781833,4.320383064516128,16681.90047780678,638917,38.3,5.0,5.0,16734.6411001862
P261 El Agustino - PVH,202605,ELECTRO,180791,379781,2.100658602150537,168436.35775057113,367793,2.1835739997693753,2.5,2.5,8944.33773330177
P261 El Agustino - PVH,202605,CAJAS,180573,1785628,9.888676075268837,212270.56213755746,1854034,8.734295999077501,10.0,11.5,17128.851092980647
P203 Rimac Alcazar - PVH,202605,FRESCOS,179802,1212303,6.742439516129032,97565.56237851783,979991,10.044440398939127,11.5,9.5,17544.614188532552
P118 Alfonso Ugarte - PVH,202605,CAJAS,175957,2386531,13.563158602150516,206419.13233929322,2614242,12.664729198662377,15.0,15.0,15695.032863970759
P122 Ica - PVH,202605,FRESCOS,174803,1038362,5.94016801075268,138460.15339830713,1115850,8.05900077685197,8.5,8.0,16858.322831732683
P143 Nvo Chimbote - PVH,202605,ALMACÉN FRESCOS,174701,683399,3.91181451612903,260705.46458584245,919465,3.526835726902256,4.0,4.0,15842.371805840463
P107 Mercaderes - PVS,202605,CAJAS,172740,2074235,12.007869623655893,0,,13.652594910801565,13.0,13.5,22289.82812011168
P119 Puente Piedra - PVH,202605,ALMACÉN FRESCOS,172293,1336964,7.759838709677419,236191.88025021213,1938512,8.207362062770398,9.5,8.5,15077.452557627159
P261 El Agustino - PVH,202605,ABARROTES,172124,1270255,7.37987231182797,170954.28060632537,1194532,6.987436799262001,8.0,8.0,17725.238929994277
P177 Talara - PVH,202605,ELECTRO,170874,379807,2.2227352150537634,183763.57217900894,575366,3.1310138836413155,3.5,2.5,12859.381453273389
P096 San Jorge - PVS,202605,CAJAS,170864,3061103,17.915483870967723,177873.52946361393,3108308,17.47481974115682,21.5,21.0,20401.939050740053
V090 Pezet - VIV,202605,CAJAS,170542,3700208,21.696801075268773,159710.8678388854,3658508,22.907068486977753,26.5,27.0,16382.091939126884
P192 Sullana - PVH,202605,ALMACÉN FRESCOS,168370,392499,2.3311693548387096,160623.88690292797,574761,3.5783015813043604,4.0,2.5,21928.44543614759
P037 Jockey Plaza - PVH,202605,ELECTRO,167724,587138,3.4460887096774178,371131.06226146506,941532,2.5369245671942244,3.0,3.5,580.3681125165278
P104 Arequipa - PVH,202605,ALMACÉN FRESCOS,167082,617525,3.6959341397849466,172660.6049312565,850344,4.924944919187316,5.5,4.5,16379.02021801784
P117 Izaguirre - PVH,202605,ALMACÉN FRESCOS,166386,655788,3.941357526881719,193023.84455794079,1110295,5.752115231891557,6.5,5.0,15271.159642200688
P010 Caminos del Inca - PVS,202605,FRESCOS,165536,5171510,31.202029569892506,69122.99448464428,2565624,37.116792801416544,44.5,37.0,16340.75401594964
P177 Talara - PVH,202605,ALMACÉN FRESCOS,165101,564424,3.418662634408602,145541.37039789744,650989,4.472876976630451,5.0,3.5,19634.1953500807
P102 Chiclayo - PVH,202605,ALMACÉN FRESCOS,162850,987920,6.066431451612903,247422.75524868406,1661650,6.715833980709976,7.5,7.5,16173.595759318041
P084 Comas - PVH,202605,ALMACÉN FRESCOS,162459,700541,4.312103494623655,241343.5721593451,1122496,4.651028373189411,5.5,5.0,15561.940960755312
P238 Grifo Mexico - PVH,202605,ALMACÉN FRESCOS,162359,223018,1.3736088709677419,167592.77400887306,292761,1.7468591998155003,2.0,2.0,14157.880318797608
P048 Higuereta - PVH,202605,ELECTRO,161339,463239,2.8712231182795698,553283.018206721,1403637,2.5369245671942244,3.0,3.0,8211.831344590135
P141 Chosica - PVH,202605,ALMACÉN FRESCOS,161218,630351,3.9099327956989227,153153.37583871867,802612,5.240577599446501,6.0,4.5,15149.615887301103
